#,DOB,Birth City,S/P,Ctry,HT,Wt,S,Draft,Round,Overall,Rk,Age,BTN Code,First Name,Last Name,End Team,Teams,OGP,Pos,GP,G,A,PTS,+/-,Sh,Miss,Blkd,Sh%,CoSH%,Dist,Wrist,Snap,Slap,TOI,TOI/G,Shifts,Sh/G,TOI/Sh,Passes,Pa/60,IGP,IAP,IPP,FOW,FOL,FO%,%Tm,HitA,HitF,BkS,MsS,GvA,TkA,HA/60,HF/60,B/60,M/60,G/60,T/60,PIM,Minor,Major,Misc,G Misc,Match,NetPen,SOS,SOG,SO%,SOGDG,1G,OTGP,OTG,OTA,GWG,ENG,PSG,PST,PS%,DIA,OPS,DPS,PS,PS/G,PS/60,OGIT,DIT,RPM,OGVT,DGVT,SGVT,GVT,GVT/G,GVT/60,Full,LTIR,SOIR,Ginj,Injury,Cap Cost,Bonuses,GVS
8,Sep 06 '91,Biddeford,ME,USA,76,219,L,2009,2,51,Y,22,BRIANDUMOULIN,Brian,Dumoulin,PIT,,,D,6,0,1,1,1,3,5,3,0.0%,0.0%,52.8,1,0,2,115.4,19.2,159,26.5,0.73,8,3.90,0.0%,4.2%,4.2%,0,0,0.0%,0,9,1,8,5,4,1,4.7,0.5,4.2,2.6,2.1,0.5,4,2,0,0,0,0,-0.5,,, ,,0,1,0,0,0,0,0,0,0%,3,0,0.4,0.3,0.05,0.16,2.4,3.2,0.6,-0.2,0.6,0,0.4,0.07,0.21,,,,,,900000,,-1.2
9,Apr 07 '79,Laval,QC,CAN,73,205,L,,,,,34,PASCALDUPUIS,Pascal,Dupuis,PIT,,,RW/LW,39,7,13,20,6,97,34,30,7.2%,4.3%,30.0,40,12,19,690.2,17.7,853,21.9,0.81,125,10.87,11.9%,22.0%,33.9%,2,4,33.3%,0.2,33,68,29,34,11,12,2.9,5.9,2.5,3.0,1.0,1.0,8,4,0,0,0,0,1.8,1,0,0%,0,4,5,0,0,0,0,0,0,0%,7,1.1,1.1,2.1,0.05,0.18,12.9,15.2,3.9,2.2,2.7,-0.3,4.7,0.12,0.41,,,,43,Knee,3750000,,-1.9
18,Mar 09 '77,Tabor,,CZE,74,195,R,1995,1,10,,36,RADEKDVORAK,Radek,Dvorak,CAR,,,RW,60,4,5,9,3,52,19,21,7.7%,4.3%,30.4,18,13,8,638.4,10.6,945,15.8,0.68,42,3.91,4.1%,5.1%,9.2%,6,6,50.0%,0.3,59,17,25,19,21,26,5.5,1.6,2.3,1.8,2.0,2.4,41,12,1,0,1,0,-10.2,,, ,,2,13,0,0,2,0,0,0,0%,2,-0.3,0.9,0.6,0.01,0.06,11.5,13.9,3.3,-1.3,2.2,0,1,0.02,0.09,,,,5,"Lower body, Upper body",600000,,-0.1
39,Jun 22 '83,Spokane,WA,USA,71,175,R,2002,4,116,,30,PATRICKDWYER,Patrick,Dwyer,CAR,,,RW,75,8,14,22,-2,134,56,44,6.0%,3.4%,27.5,65,23,13,1098.8,14.7,1616,21.5,0.68,152,8.32,7.6%,13.3%,21.0%,9,15,37.5%,0.5,103,107,48,56,26,44,5.6,5.8,2.6,3.1,1.4,2.4,14,7,0,0,0,0,11.0,,, ,,1,17,0,0,2,0,0,0,0%,7,0.4,1.3,1.7,0.02,0.09,15.4,21.4,-3.5,2.4,3,0,5.4,0.07,0.29,,,,7,"Upper body, Lower body",900000,,3.8
55,Jan 22 '84,Ottawa,ON,CAN,74,226,L,2002,1,23,,30,BENEAGER,Ben,Eager,EDM,,,LW,7,0,1,1,1,4,3,4,0.0%,0.0%,37.4,3,0,1,50.6,7.2,82,11.7,0.62,18,21.36,0.0%,11.1%,11.1%,1,1,50.0%,0.4,3,9,2,3,2,2,3.6,10.7,2.4,3.6,2.4,2.4,2,1,0,0,0,0,-0.1,,, ,,0,2,0,0,0,0,0,0,0%,5,0,0.1,0.1,0.01,0.12,0.6,0.5,1.1,0.1,0.2,0,0.2,0.03,0.24,,,,,,1100000,,-1.7
20,May 24 '91,Winnipeg,MB,CAN,72,190,L,2009,3,85,,22,CODYEAKIN,Cody,Eakin,DAL,,,C,81,16,19,35,-9,161,68,85,9.9%,5.1%,28.6,94,20,14,1403.4,17.3,1903,23.5,0.74,104,4.43,11.4%,13.6%,25.0%,585,638,47.8%,24.1,137,91,58,68,33,57,5.9,3.9,2.5,2.9,1.4,2.4,36,18,0,0,0,0,3.1,1,0,0%,0,3,16,0,0,2,1,0,0,0%,6,1.8,1,2.8,0.03,0.12,27.3,28.6,-11.3,2.8,2.1,-0.3,4.6,0.06,0.20,,,,1,Lower body,637778,,3.5
17,May 01 '84,Calgary,AB,CAN,72,187,R,2003,1,29,,29,PATRICKEAVES,Patrick,Eaves,NSH,DET,25,RW,30,2,3,5,-7,53,22,18,3.8%,2.2%,38.5,27,13,4,337.8,11.3,501,16.7,0.67,0,0.00,2.7%,4.1%,6.8%,7,8,46.7%,0.8,27,43,5,22,3,8,4.8,7.6,0.9,3.9,0.5,1.4,2,1,0,0,0,0,1.5,3,2,67%,1,0,10,0,0,0,0,0,0,0%,3,-0.2,0.1,-0.1,0.00,-0.02,6.4,5.7,-6.5,-0.8,-0.1,0.9,0,0.00,0.00,,,,23,"Lower body, Knee",1200000,,-2.1
25,Jan 02 '83,Vernon,BC,CAN,69,174,L,,,,,31,ANDREWEBBETT,Andrew,Ebbett,PIT,,,C,9,0,1,1,-4,9,4,4,0.0%,0.0%,38.1,6,0,3,99.5,11.1,137,15.2,0.73,27,16.29,0.0%,3.2%,3.2%,15,20,42.9%,6.7,14,10,7,4,2,2,8.4,6.0,4.2,2.4,1.2,1.2,0,0,0,0,0,0,0.8,,, ,,0,3,0,0,0,0,0,0,0%,5,-0.2,-0.1,-0.2,-0.02,-0.12,1.7,1.6,-4.2,-0.4,-0.2,0,-0.6,-0.07,-0.36,,,,20,Ankle,550000,,-1.6
14,May 15 '90,Regina,SK,CAN,71,180,R,2008,1,22,,23,JORDANEBERLE,Jordan,Eberle,EDM,,,RW/C,80,28,37,65,-11,200,73,87,14.0%,7.8%,24.9,100,44,12,1563.7,19.5,2032,25.4,0.77,208,7.97,32.2%,42.5%,74.7%,8,13,38.1%,0.4,131,51,40,73,71,61,5.0,2.0,1.5,2.8,2.7,2.3,18,9,0,0,0,0,8.1,7,5,71%,1,5,18,1,1,4,3,0,0,0%,6,6,1.5,7.5,0.09,0.29,37.6,30.4,13.9,10.3,1.6,2.5,14.4,0.18,0.55,,,,2,"Knee, Head",6000000,,3.9
23,Apr 21 '86,Ostersund,,SWE,75,215,L,2004,3,91,,27,ALEXANDEREDLER,Alexander,Edler,VAN,,,D,63,7,15,22,-39,178,68,158,3.9%,1.7%,53.7,86,15,73,1467.0,23.3,1798,28.5,0.82,67,2.75,8.4%,18.1%,26.5%,2,1,66.7%,0,157,112,136,68,34,28,6.4,4.6,5.6,2.8,1.4,1.1,50,24,0,0,0,0,-5.0,2,0,0%,0,1,16,0,1,0,0,0,0,0%,5,1.5,0.4,1.8,0.03,0.07,30.8,28.2,-34.7,1.8,-1.5,-0.6,-0.2,0.00,-0.01,,,,16,Lower body,5000000,,-9.0
10,Jul 06 '82,Moers,,DEU,74,196,L,2001,4,106,,31,CHRISTIANEHRHOFF,Christian,Ehrhoff,BUF,,,D,79,6,27,33,-27,161,75,98,3.7%,1.8%,54.3,62,21,68,1889.0,23.9,2113,26.7,0.89,115,3.65,7.3%,32.9%,40.2%,0,0,0.0%,0,86,49,119,75,61,36,2.7,1.6,3.8,2.4,1.9,1.1,38,19,0,0,0,0,7.4,,, ,,1,19,1,1,2,1,0,0,0%,4,2.1,3.3,5.4,0.07,0.17,49.8,44.5,-0.4,1.2,2.3,0,3.5,0.04,0.11,,,,2,"Lower body, Jaw",4000000,,-3.5
42,May 24 '90,Borlange,,SWE,76,204,L,2009,4,102,Y,23,MATTIASEKHOLM,Mattias,Ekholm,NSH,,,D,62,1,8,9,-8,58,20,46,1.7%,0.8%,50.4,24,3,30,1042.6,16.8,1396,22.5,0.75,46,2.67,1.1%,8.6%,9.7%,0,0,0.0%,0,81,42,55,20,33,19,4.7,2.4,3.2,1.2,1.9,1.1,10,5,0,0,0,0,3.0,1,0,0%,0,0,15,0,0,0,0,0,0,0%,2,-0.2,1.6,1.4,0.02,0.08,19.2,23.7,-3.4,-1.2,2.1,-0.3,0.6,0.01,0.03,,,,,,1025000,,-1.2
23,Jul 17 '91,Karlskrona,,SWE,74,190,L,2009,1,6,,22,OLIVEREKMAN-LARSSON,Oliver,Ekman-Larsson,PHX,,,D,80,15,29,44,-4,199,86,159,7.5%,3.4%,44.6,102,24,57,2070.9,25.9,2355,29.4,0.88,122,3.52,16.9%,32.6%,49.4%,0,1,0.0%,0,130,134,80,86,36,26,3.8,3.9,2.3,2.5,1.0,0.8,50,25,0,0,0,0,5.0,5,1,20%,0,4,24,1,0,6,0,0,0,0%,7,4,4.3,8.3,0.10,0.24,45.9,37.3,1.8,7,2.9,-0.5,9.3,0.12,0.27,,,,2,Upper body,5500000,,-0.4
26,Apr 13 '76,Trebic,,CZE,73,195,L,1994,2,51,,37,PATRIKELIAS,Patrik,Elias,NJD,,,LW,65,18,35,53,-4,116,29,48,15.5%,9.3%,32.3,55,17,15,1162.2,17.9,1570,24.2,0.74,136,7.00,24.3%,47.3%,71.6%,276,401,40.8%,18.6,59,26,19,29,32,26,3.0,1.3,1.0,1.5,1.7,1.3,30,10,0,1,0,0,1.5,8,0,0%,0,2,23,1,3,1,1,0,0,0%,7,4.7,1.5,6.1,0.09,0.31,31.6,31.1,-1.8,7.1,5.2,-2.2,10,0.15,0.52,,,,17,"Flu, Upper body, Head",5500000,,0.3
81,May 08 '89,Rodovre,,DNK,74,215,L,2007,1,13,,24,LARSELLER,Lars,Eller,MTL,,,C/LW,77,12,14,26,-15,137,48,67,8.8%,4.8%,26.8,94,9,8,1228.1,15.9,1670,21.7,0.74,124,6.04,11.0%,12.8%,23.9%,521,458,53.2%,20.4,164,130,58,48,25,30,8.0,6.4,2.8,2.3,1.2,1.5,68,28,0,1,0,0,-3.9,4,3,75%,1,1,17,0,0,3,0,0,1,100%,4,0.9,0.9,1.8,0.02,0.09,23.7,24.2,-16.6,0.4,1.1,1.5,3,0.04,0.15,,,,4,"Knee, Upper body",1325000,,0.7
7,Nov 05 '88,Strathmore,AB,CAN,77,220,L,2007,1,10,,25,KEATONELLERBY,Keaton,Ellerby,WPG,,,D,51,2,4,6,4,33,11,40,6.1%,2.4%,51.5,12,8,12,709.4,13.9,930,18.2,0.76,26,2.18,1.9%,3.8%,5.7%,0,0,0.0%,0,101,76,46,11,49,13,8.5,6.4,3.9,0.9,4.1,1.1,2,1,0,0,0,0,9.4,,, ,,1,15,0,0,1,0,0,0,0%,2,0,1.8,1.8,0.04,0.15,12.2,13.2,4.5,-0.4,1.4,0,1,0.02,0.08,,,,7,Lower body,735000,,-0.3
46,Jan 30 '91,Vancouver,BC,CAN,73,190,R,2009,2,49,,23,STEFANELLIOTT,Stefan,Elliott,COL,,,D,1,1,0,1,0,1,0,1,100.0%,50.0%,18.0,0,1,0,16.9,16.9,23,23.0,0.73,0,0.00,25.0%,0.0%,25.0%,0,0,0.0%,0,1,2,0,0,0,0,3.6,7.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.1,,, ,,0,1,0,0,0,0,0,0,0%,5,0.2,0,0.2,0.20,0.71,0.4,0.4,-0.1,0.4,0,0,0.4,0.40,1.42,,,,,,900000,,-1.2
37,Aug 31 '81,Welland,ON,CAN,72,208,L,,,,,32,MATTELLIS,Matt,Ellis,BUF,,,LW/C,50,4,2,6,-6,70,20,12,5.7%,3.9%,35.6,28,4,6,473.6,9.5,730,14.6,0.65,19,2.41,5.6%,2.8%,8.3%,69,97,41.6%,5.5,40,37,24,20,3,17,5.1,4.7,3.0,2.5,0.4,2.2,4,2,0,0,0,0,-1.9,,, ,,1,13,0,0,0,0,0,0,0%,2,-0.2,0.5,0.3,0.01,0.04,8.3,11.1,-2,-1,1.1,0,0.2,0.00,0.03,,,,,,550000,,-0.8
4,Jan 03 '91,Hamilton,ON,CAN,70,175,R,2009,1,11,,23,RYANELLIS,Ryan,Ellis,NSH,,,D,80,6,21,27,9,123,38,72,4.9%,2.6%,49.8,36,13,68,1284.4,16.1,1705,21.3,0.75,88,4.10,5.0%,17.5%,22.5%,0,0,0.0%,0,123,57,97,38,42,17,5.7,2.7,4.5,1.8,2.0,0.8,24,12,0,0,0,0,7.3,4,2,50%,0,0,17,0,1,2,0,0,0,0%,4,2.1,3.6,5.7,0.07,0.27,29.7,25.1,14.8,3.5,4.1,0.6,8.2,0.10,0.38,,,,,,1440000,,5.7
74,Apr 25 '86,Togliatti,,RUS,74,224,L,2004,3,84,,27,ALEXEIYEMELIN,Alexei,Emelin,MTL,,,D,59,3,14,17,-1,58,34,43,5.2%,2.2%,58.2,24,6,26,1136.1,19.3,1480,25.1,0.77,30,1.56,4.2%,19.4%,23.6%,0,0,0.0%,0,100,189,127,34,44,7,5.3,10.0,6.7,1.8,2.3,0.4,59,22,1,0,1,0,1.3,,, ,,2,17,0,0,0,0,0,0,0%,6,0.9,2.7,3.6,0.06,0.19,20.2,26.1,-3.7,1.8,2.9,0,4.8,0.08,0.25,,,,19,Knee,2000000,,1.3
25,Jun 01 '88,St. Thomas,ON,CAN,72,191,L,2006,2,41,,25,CORYEMMERTON,Cory,Emmerton,DET,,,C,18,0,2,2,-2,22,2,4,0.0%,0.0%,33.3,13,4,0,161.2,9.0,228,12.7,0.71,31,11.36,0.0%,6.9%,6.9%,58,49,54.2%,9.9,15,7,5,2,1,4,5.6,2.6,1.9,0.7,0.4,1.5,4,2,0,0,0,0,0.7,,, ,,0,7,0,0,0,0,0,1,100%,4,-0.2,0.1,-0.1,-0.01,-0.04,2.3,2.9,-2.1,-0.3,0.3,0,0,0.00,0.00,,,,6,Finger,533333,,-0.9
5,Apr 03 '82,Edmonton,AB,CAN,74,215,R,2000,6,194,,31,DERYKENGELLAND,Deryk,Engelland,PIT,,,D,56,6,6,12,-6,59,11,19,10.2%,6.7%,49.9,27,9,20,730.5,13.0,935,16.7,0.78,0,0.00,6.1%,6.1%,12.2%,0,0,0.0%,0,109,117,52,11,13,8,9.0,9.6,4.3,0.9,1.1,0.7,58,9,6,0,0,1,-0.5,,, ,,1,13,0,1,1,0,0,0,0%,3,1.1,1.2,2.3,0.04,0.19,13.3,16.1,-7.8,2.1,0.9,0,3,0.05,0.25,,,,,,566667,,2.0
63,Oct 06 '89,Edmonton,AB,CAN,69,169,L,2008,1,26,,24,TYLERENNIS,Tyler,Ennis,BUF,,,C,80,21,22,43,-25,210,60,77,10.0%,6.1%,25.3,121,25,21,1507.8,18.8,1729,21.6,0.87,130,5.19,34.4%,36.1%,70.5%,242,383,38.7%,13,99,89,53,60,26,38,3.9,3.5,2.1,2.4,1.0,1.5,42,16,0,1,0,0,-4.7,10,3,30%,1,5,19,0,0,0,0,1,1,100%,6,3,1.3,4.3,0.05,0.17,38.4,29.7,0.9,1.4,1,-0.1,2.3,0.03,0.09,,,,2,Soreness,2812500,,-2.6
39,Nov 05 '84,Nordingra,,SWE,70,180,L,2003,8,239,,29,TOBIASENSTROM,Tobias,Enstrom,WPG,,,D,82,10,20,30,-9,106,48,71,9.4%,4.4%,46.2,35,16,47,1958.4,23.9,2339,28.5,0.84,68,2.07,7.5%,15.0%,22.6%,1,0,100.0%,0,165,37,142,48,39,13,5.1,1.1,4.4,1.5,1.2,0.4,56,28,0,0,0,0,-7.2,,, ,,2,23,0,1,3,1,0,0,0%,4,2.1,3.2,5.2,0.06,0.16,44.6,35.5,-4.9,1.7,1.3,0,3,0.04,0.09,,,,,,5750000,,-7.1
10,Aug 29 '81,Trebic,,CZE,72,196,L,1999,7,191,,32,MARTINERAT,Martin,Erat,PHX,WSH,53,RW,70,3,26,29,5,53,37,21,5.7%,2.7%,27.3,34,3,5,1027.1,14.7,1374,19.6,0.75,170,9.91,3.2%,28.0%,31.2%,97,116,45.5%,4.9,117,75,25,37,14,16,6.8,4.4,1.5,2.2,0.8,0.9,28,14,0,0,0,0,-4.6,3,1,33%,1,0,24,0,1,0,1,0,0,0%,5,0.7,1.4,2,0.03,0.12,18.3,19.4,7.2,2.2,2.5,0,4.7,0.07,0.27,,,,4,"Upper body, Lower body",4500000,,-3.2
52,Mar 02 '84,Karlskrona,,SWE,76,221,L,2002,9,291,,29,JONATHANERICSSON,Jonathan,Ericsson,DET,,,D,48,1,10,11,2,66,25,33,1.5%,0.8%,56.2,23,8,34,1019.8,21.2,1375,28.6,0.74,31,1.84,1.9%,18.5%,20.4%,0,0,0.0%,0,31,91,46,25,35,14,1.8,5.4,2.7,1.5,2.1,0.8,34,17,0,0,0,0,-4.1,,, ,,0,14,0,0,0,0,0,0,0%,5,0.1,2.3,2.4,0.05,0.14,18.6,25.9,1.4,-0.2,3.6,0,3.4,0.07,0.20,,,,34,"Upper body, Finger, Undisclosed",3250000,,-2.3
21,Jul 17 '85,Goteborg,,SWE,74,196,L,2003,2,33,,28,LOUIERIKSSON,Loui,Eriksson,BOS,,,RW/LW,61,10,27,37,14,115,37,26,8.7%,5.6%,29.1,51,13,13,1008.2,16.5,1243,20.4,0.81,99,5.89,8.8%,23.9%,32.7%,0,0,0.0%,0,85,12,13,37,17,31,5.1,0.7,0.8,2.2,1.0,1.8,6,3,0,0,0,0,4.6,2,0,0%,0,3,14,0,1,2,0,0,0,0%,5,2.5,1.5,3.9,0.06,0.23,21.4,20.2,1.3,5,2.4,-0.6,6.8,0.11,0.40,,,,21,"Concussion, Heel, Upper body",4250000,,-0.7
20,Feb 24 '91,Port Chester,NY,USA,74,200,L,2009,1,23,,22,TIMERIXON,Tim,Erixon,CBJ,,,D,2,0,0,0,2,1,1,2,0.0%,0.0%,54.5,0,0,1,28.7,14.3,37,18.5,0.78,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,0,2,1,1,1,0,0,4.2,2.1,2.1,2.1,0.0,0.0,2,1,0,0,0,0,0.1,,, ,,0,0,0,0,0,0,0,0,0%,3,0,0.2,0.2,0.10,0.42,0.8,1,1.9,-0.2,0.4,0,0.2,0.10,0.42,,,,,,1750000,,-2.9
4,Jun 26 '80,Kingston,ON,CAN,76,220,L,1998,2,39,,33,JOHNERSKINE,John,Erskine,WSH,,,D,37,1,3,4,-5,38,12,27,2.6%,1.3%,57.9,13,5,20,577.1,15.6,707,19.1,0.82,21,2.22,2.0%,6.1%,8.2%,0,0,0.0%,0,45,64,66,12,12,4,4.7,6.7,6.9,1.2,1.2,0.4,56,18,2,0,1,0,-6.2,,, ,,0,12,0,0,0,0,0,0,0%,4,-0.2,0.8,0.6,0.02,0.06,11.3,16,-4.3,-1,0.9,0,-0.2,-0.01,-0.02,,,,37,"Upper body, Knee",1962500,,-3.6
65,Jun 16 '92,Long Beach,CA,USA,73,206,L,2010,1,29,,21,EMERSONETEM,Emerson,Etem,ANA,,,LW/RW/C,29,7,4,11,3,44,20,20,15.9%,8.3%,28.8,29,1,4,370.8,12.8,497,17.1,0.75,26,4.21,8.5%,4.9%,13.4%,0,1,0.0%,0,52,50,13,20,7,8,8.4,8.1,2.1,3.2,1.1,1.3,4,2,0,0,0,0,0.4,,, ,,1,6,0,0,2,0,0,1,100%,3,1,0.4,1.4,0.05,0.23,6.2,7.6,-0.9,2.3,1,0,3.3,0.11,0.53,,,,3,Leg,870000,,1.8
44,Oct 11 '88,Snowflake,MB,CAN,77,215,L,2007,4,110,,25,JUSTINFALK,Justin,Falk,NYR,,,D,21,0,2,2,-5,10,5,9,0.0%,0.0%,51.0,3,4,3,250.6,11.9,369,17.6,0.68,0,0.00,0.0%,3.8%,3.8%,0,0,0.0%,0,34,39,28,5,9,0,8.1,9.3,6.7,1.2,2.2,0.0,20,5,2,0,0,0,-2.8,,, ,,0,5,0,0,0,0,0,0,0%,2,-0.1,0.2,0.1,0.00,0.02,3.9,4.4,-5.5,-0.2,-0.3,0,-0.5,-0.02,-0.12,,,,,,975000,,-2.2
12,Dec 02 '91,Nassjo,,SWE,72,185,R,2010,6,157,Y,22,JESPERFAST,Jesper,Fast,NYR,,,RW,11,0,0,0,-5,7,5,4,0.0%,0.0%,30.6,0,3,2,124.2,11.3,180,16.4,0.69,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,0,14,20,7,5,1,1,6.8,9.7,3.4,2.4,0.5,0.5,2,1,0,0,0,0,0.8,,, ,,0,2,0,0,0,0,0,0,0%,5,-0.4,-0.1,-0.4,-0.04,-0.19,2.2,3,-5.8,-1,0.1,0,-0.9,-0.08,-0.43,,,,,,900000,,-2.5
27,Mar 20 '92,South St.Paul,MN,USA,72,215,R,2010,2,37,,21,JUSTINFAULK,Justin,Faulk,CAR,,,D,76,5,27,32,-9,152,65,120,3.3%,1.5%,46.7,59,28,50,1779.2,23.4,2264,29.8,0.79,69,2.33,5.7%,30.7%,36.4%,0,0,0.0%,0,103,94,102,65,47,41,3.5,3.2,3.4,2.2,1.6,1.4,37,16,1,0,0,0,-0.4,,, ,,2,16,0,0,1,0,0,0,0%,6,2.1,3.3,5.4,0.07,0.18,42.9,45.8,-4.9,2.6,4.2,0,6.8,0.09,0.23,,,,6,"Upper body, Shoulder",900000,,5.2
7,May 15 '87,Nashua,NH,USA,75,210,R,2005,5,155,,26,MARKFAYNE,Mark,Fayne,NJD,,,D,72,4,7,11,-5,88,32,68,4.5%,2.1%,49.8,32,21,32,1318.0,18.3,1839,25.5,0.72,41,1.88,5.0%,8.8%,13.8%,0,0,0.0%,0,116,77,83,32,32,12,5.3,3.5,3.8,1.5,1.5,0.5,30,15,0,0,0,0,-3.6,,, ,,2,24,0,0,0,0,0,0,0%,3,0,3.1,3.2,0.04,0.15,22.8,30.4,-4.7,-0.8,5.4,0,4.7,0.07,0.21,,,,,,1300000,,2.4
81,Jun 04 '88,Edmonton,AB,CAN,72,198,R,,,,Y,25,TAYLORFEDUN,Taylor,Fedun,EDM,,,D,4,2,0,2,-1,6,2,2,33.3%,20.0%,47.6,4,1,1,48.8,12.2,65,16.3,0.75,0,0.00,18.2%,0.0%,18.2%,0,0,0.0%,0,2,1,3,2,1,1,2.5,1.2,3.7,2.5,1.2,1.2,0,0,0,0,0,0,0.2,,, ,,0,1,0,0,0,0,0,0,0%,4,0.4,0,0.4,0.10,0.49,1.7,1.9,0.2,0.6,0.1,0,0.7,0.18,0.86,,,,,,675000,,-0.5
16,Sep 07 '85,Winkler,MB,CAN,76,212,R,2003,1,18,,28,ERICFEHR,Eric,Fehr,WSH,,,RW,73,13,18,31,0,137,40,57,9.5%,5.6%,28.9,87,25,9,1076.7,14.7,1466,20.1,0.73,156,8.69,12.7%,17.6%,30.4%,196,230,46.0%,9.5,75,81,33,40,17,50,4.2,4.5,1.8,2.2,0.9,2.8,32,16,0,0,0,0,-1.8,11,5,45%,0,2,24,0,0,2,0,0,0,0%,6,1.8,1.2,3.1,0.04,0.17,20.5,22.1,2.3,3.7,2.2,1.3,7.2,0.10,0.40,,,,,,1500000,,4.6
21,Mar 17 '79,Edmonton,AB,CAN,71,187,L,1997,8,208,,34,ANDREWFERENCE,Andrew,Ference,EDM,,,D,71,3,15,18,-18,77,22,49,3.9%,2.0%,55.2,21,9,44,1495.1,21.1,1843,26.0,0.81,48,1.94,4.2%,20.8%,25.0%,2,1,66.7%,0,135,135,108,22,55,13,5.4,5.4,4.3,0.9,2.2,0.5,63,24,3,0,0,0,-4.8,,, ,,0,17,1,0,1,0,0,0,0%,5,0.5,1.9,2.4,0.03,0.10,25.5,36.4,-4.6,0.9,3.1,0,4.1,0.06,0.16,,,,11,"Head, Lower body",3250000,,-1.6
29,Aug 08 '91,Trail,BC,CAN,72,174,L,2009,2,32,Y,22,LANDONFERRARO,Landon,Ferraro,DET,,,C/RW,4,0,0,0,0,2,0,0,0.0%,0.0%,41.0,1,0,0,35.9,9.0,51,12.8,0.70,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,0,2,7,2,0,2,0,3.3,11.7,3.3,0.0,3.3,0.0,2,1,0,0,0,0,-1.1,,, ,,0,2,0,0,0,0,0,0,0%,5,-0.1,0,-0.1,-0.03,-0.17,0.2,0.2,0,-0.1,0,0,-0.1,-0.03,-0.17,,,,,,870000,,-1.6
,Apr 29 '87,Boston,MA,USA,71,195,R,2006,7,196,,26,BENNFERRIERO,Benn,Ferriero,VAN,,,RW/C,2,0,0,0,0,0,0,0,0.0%,0.0%,0.0,0,0,0,8.7,4.4,15,7.5,0.58,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,0,1,1,0,0,0,0,6.9,6.9,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,,, ,,0,2,0,0,0,0,0,0,0%,4,0,0,0,0.00,0.00,0.1,0.1,0,0,0,0,0,0.00,0.00,,,,,,550000,,-1.0
38,May 09 '80,Edmonton,AB,CAN,71,205,L,,,,,33,VERNONFIDDLER,Vernon,Fiddler,DAL,,,C/LW,76,6,17,23,3,109,36,37,5.5%,3.3%,31.8,66,7,7,1009.6,13.3,1545,20.3,0.65,115,6.83,5.0%,14.0%,19.0%,513,469,52.2%,20.5,114,45,52,36,24,21,6.8,2.7,3.1,2.1,1.4,1.2,37,16,1,0,0,0,-1.8,2,1,50%,0,2,17,0,0,1,0,1,1,100%,3,0.4,1.1,1.6,0.02,0.10,17.8,25.7,-1.7,1.1,3.7,0.3,5.2,0.07,0.31,,,,6,Upper body,1800000,,2.0
51,Mar 20 '84,Vantaa,,FIN,72,195,L,2002,3,95,,29,VALTTERIFILPPULA,Valtteri,Filppula,TBL,,,C,75,25,33,58,5,131,37,40,19.1%,12.0%,28.4,72,19,9,1498.1,20.0,1796,23.9,0.83,156,6.24,24.8%,32.7%,57.4%,693,633,52.3%,29.7,104,33,33,37,28,53,4.2,1.3,1.3,1.5,1.1,2.1,20,10,0,0,0,0,12.3,13,4,31%,2,4,21,0,2,2,1,0,0,0%,6,5.1,1.7,6.8,0.09,0.27,34.8,28.3,3.2,8.7,2.5,-0.1,11.1,0.15,0.44,,,,7,"Lower body, Ankle",5000000,,2.3
12,Jun 05 '80,Peterborough,ON,CAN,73,215,R,1998,2,44,,33,MIKEFISHER,Mike,Fisher,NSH,,,C,75,20,29,49,-4,177,49,54,11.3%,7.1%,31.4,78,34,35,1481.3,19.8,1861,24.8,0.80,155,6.28,17.9%,25.9%,43.8%,596,550,52.0%,25.7,82,144,73,49,38,34,3.3,5.8,3.0,2.0,1.5,1.4,60,19,2,0,1,0,-12.9,1,0,0%,0,2,17,0,0,4,0,0,0,0%,7,3.6,1.5,5,0.07,0.20,33.6,31.2,2.1,5,3.6,-0.3,8.3,0.11,0.34,,,,7,"Lower body, Hip",4200000,,0.9
28,Jun 01 '86,Edmonton,AB,CAN,74,230,L,2004,1,28,,27,MARKFISTRIC,Mark,Fistric,ANA,,,D,34,1,4,5,9,22,12,12,4.5%,2.2%,50.9,12,2,6,523.8,15.4,742,21.8,0.71,9,1.05,2.0%,8.0%,10.0%,0,0,0.0%,0,56,145,46,12,8,5,6.4,16.6,5.3,1.4,0.9,0.6,28,14,0,0,0,0,-7.5,,, ,,0,8,0,0,0,1,0,0,0%,2,-0.1,1.4,1.4,0.04,0.16,8.8,9.6,3.9,-0.3,1.6,0,1.3,0.04,0.15,,,,20,"Upper body, Lower body, Flu",900000,,-0.3
