#,DOB,Birth City,S/P,Ctry,Nat,HT,Wt,S,Draft,Round,Overall,Rk,Age,First Name,Last Name,End Team,Teams,OGP,Pos,GP,G,A,A1,PTS,+/-,Sh,Misses,Blocked,Sh%,CoSH%,TOI,TOI/G,Shifts,Sh/G,TOI/Sh,Passes,Pa/60,IGP,IAP,IPP,FOW,FOL,FO%,%Tm,OpenFOT,OpenFOW,HitA,HitF,BkS,MsS,GvA,TkA,HA/60,HF/60,B/60,M/60,G/60,T/60,PIM,Minor,Major,Misc,G Misc,Match,Grit,NetPen,SOS,SOG,SO%,SOGDG,1G,OTGP,OTG,OTA,GWG,ENG,PSG,PST,PS%,OPS,DPS,PS,PS/G,PS/60,DIA,OGIT,DIT,RPM,OGVT,DGVT,SGVT,GVT,GVT/G,GVT/60,1st Star,2nd Star,3rd Star,FO GAR,PenD GAR,PenT GAR,SRF GAR,SRA GAR,Sh GAR,GAR,dCFImpact,dCAImpact,dCorsiImpact,dCorsi60,dFFImpact,dFAImpact,dFenwickImpact,dFenwick60,Days,Ginj,Injury,Cap Cost,CHIP,Bonuses,GVS
29,Apr 03 '82,Edmonton,AB,CAN,CA,74,215,R,2000,6,194,,32,Deryk,Engelland,CGY,CGY,,D,76,2,9,3,11,-16,51,25,41,3.9%,1.7%,1093.2,14.4,1571,20.7,0.70,32,1.75,7.4%,33.3%,40.7%,0,0,0.0%,.0,,,112,132,141,25,38,20,6.1,7.2,7.7,1.4,2.1,1.1,53,9,7,0,0,0,333,-1.3,,, ,,0,19,0,0,0,0,0,0,0%,0.1,0.9,1.0,0.01,0.05,3,16.8,24.3,-19.4,0.1,0.5,0.0,0.6,0.01,0.03,1,0,0,0,-0.62,0.56,-5.47,-2.42,0.35,-7.6,4.8,39.0,-34.2,-2.0,26.4,42.6,-16.2,-1.0,186,4,"Illness, Lower body",2.917,0.036,0,-4.4
63,Oct 06 '89,Edmonton,AB,CAN,CA,69,169,L,2008,1,26,,25,Tyler,Ennis,BUF,BUF,,C,78,20,26,21,46,-19,185,46,67,10.8%,6.7%,1491.0,19.1,1694,21.7,0.88,222,8.94,33.9%,44.1%,78.0%,67,116,36.6%,3.9,5,2,96,87,35,46,21,30,3.9,3.5,1.4,1.9,0.8,1.2,37,11,1,0,1,0,160,12.5,12,5,42%,2,5,17,0,1,2,0,0,0,0%,3.2,1.2,4.4,0.06,0.18,5,35.1,25.8,6.2,3.4,0.6,1.2,5.3,0.07,0.21,4,5,4,-0.21,1.43,2.15,5.79,-7.6,0.09,1.65,-39.6,74.5,-114.0,-6.0,-5.2,50.6,-55.8,-2.9,186,4,"Lower body, Upper body",4.6,0.112,0,-3.3
39,Nov 05 '84,Nordingra,,SWE,SE,70,180,L,2003,8,239,,30,Toby,Enstrom,WPG,WPG,,D,60,4,19,11,23,13,58,31,43,6.9%,3.0%,1414.2,23.6,1725,28.8,0.82,110,4.69,6.3%,30.2%,36.5%,0,0,0.0%,.0,,,118,27,93,31,37,12,5.0,1.1,3.9,1.3,1.6,0.5,36,18,0,0,0,0,156,-3.4,,, ,,1,17,0,0,0,0,0,0,0%,1.3,3.9,5.2,0.09,0.22,5,29.0,29.3,6.7,2.0,4.4,0.0,6.4,0.11,0.27,0,0,0,0,0.16,-0.08,0.54,3.32,0.98,4.92,-102.8,-4.2,-98.6,-5.8,-53.5,-6.7,-46.7,-2.7,186,22,"Lower body, Upper body",5.75,1.332,0,-4.7
10,Aug 29 '81,Trebic,,CZE,CZ,72,196,L,1999,7,191,,33,Martin,Erat,ARI,ARI,,RW,79,9,23,14,32,-16,91,37,51,9.9%,5.0%,1253.4,15.9,1688,21.4,0.74,174,8.32,18.0%,46.0%,64.0%,0,6,0.0%,.1,,,135,96,25,38,26,27,6.5,4.6,1.2,1.8,1.2,1.3,48,24,0,0,0,0,169,-11.1,1,0,0%,0,0,17,0,1,1,0,0,1,100%,1.1,1.1,2.1,0.03,0.10,2,27.7,24.7,5.4,0.0,1.9,-0.3,1.6,0.02,0.08,1,1,0,-0.03,-1.4,-0.47,6.85,1.2,0.69,6.84,50.9,-93.8,144.7,8.4,29.8,-82.8,112.6,6.5,186,1,Upper body,4.5,0.055,0,-6.8
52,Mar 02 '84,Karlskrona,,SWE,SE,76,220,L,2002,9,291,,30,Jonathan,Ericsson,DET,DET,,D,82,3,12,8,15,-5,82,39,58,3.7%,1.7%,1605.6,19.6,2396,29.2,0.67,102,3.79,7.1%,28.6%,35.7%,0,0,0.0%,.0,,,75,114,55,39,58,13,2.8,4.3,2.1,1.5,2.2,0.5,70,30,2,0,0,0,241,-5.1,,, ,,0,25,0,1,0,0,0,0,0%,0.0,2.9,2.9,0.04,0.11,4,26.9,39.6,-8.5,-0.5,4.9,0.0,4.4,0.05,0.16,0,0,0,0,0.66,-1.31,-3.18,2.11,-0.23,-1.95,-44.4,48.7,-93.1,-4.3,-28.5,53.7,-82.2,-3.8,186,,,4.25,0,0,-3.5
21,Jul 17 '85,Gothenburg,,SWE,SE,74,196,L,2003,2,33,,29,Loui,Eriksson,BOS,BOS,,RW/LW,81,22,25,16,47,1,169,62,34,13.0%,8.3%,1496.6,18.5,1862,23.0,0.80,221,8.84,34.4%,39.1%,73.4%,4,8,33.3%,.2,,,118,29,23,62,24,45,4.7,1.2,0.9,2.5,1.0,1.8,14,7,0,0,0,0,66,3.8,4,0,0%,0,2,27,2,1,4,1,0,0,0%,3.6,1.6,5.3,0.07,0.21,7,33.3,29.7,-1.9,5.2,2.9,-1.1,7.0,0.09,0.28,1,3,3,0,-1.32,2.83,11.42,0.89,0.25,14.07,-14.2,-34.8,20.6,1.1,-18.5,-34.1,15.5,0.9,186,1,Hand,4.25,0.052,0,-0.9
33,Feb 24 '91,Port Chester,NY,USA,US,74,200,L,2009,1,23,,23,Tim,Erixon,TOR,"CBJ, CHI, TOR",19,D,42,2,5,1,7,-7,36,16,37,5.6%,2.2%,639.1,15.2,811,19.3,0.79,9,0.80,8.7%,21.7%,30.4%,0,0,0.0%,.0,,,58,34,32,16,10,8,5.4,3.2,3.0,1.5,0.9,0.8,14,7,0,0,0,0,80,-3.3,,, ,,1,9,0,0,0,0,0,0,0%,0.2,0.7,0.9,0.02,0.08,1,13.2,10.9,-5.3,-0.3,-0.6,0.0,-0.9,-0.02,-0.08,0,0,0,0,-0.3,-0.11,-0.16,-2.45,0.38,-2.64,23.8,32.1,-8.3,-1.1,24.7,30.5,-5.8,-1.2,186,8,"Low body, Illness",0.599,0.058,0,-1.0
16,Jun 16 '92,Long Beach,CA,USA,US,73,212,L,2010,1,29,,22,Emerson,Etem,ANA,ANA,,LW/RW,45,5,5,3,10,-6,77,25,33,6.5%,3.7%,551.0,12.2,713,15.8,0.77,62,6.79,38.5%,38.5%,76.9%,2,2,50.0%,.1,,,84,63,20,25,11,12,9.1,6.9,2.2,2.7,1.2,1.3,4,2,0,0,0,0,87,2.1,,, ,,1,14,0,0,0,0,0,0,0%,0.2,0.3,0.4,0.01,0.04,3,9.0,9.4,-7.5,0.3,0.4,0.0,0.7,0.02,0.08,0,0,0,0,-0.16,1.21,2.66,0.37,-1.73,2.35,49.2,-0.2,49.4,5.9,41.9,2.3,39.6,4.7,119,,,0.557,0,0,0.3
45,Dec 31 '91,Vasteras,,SWE,SE,76,205,L,,,,Y,23,Dennis,Everberg,COL,COL,,RW,55,3,9,4,12,-7,62,25,22,4.8%,2.8%,649.1,11.8,944,17.2,0.69,58,5.32,17.6%,52.9%,70.6%,0,3,0.0%,.0,,,76,73,41,25,11,20,7.0,6.7,3.8,2.3,1.0,1.8,10,5,0,0,0,0,124,2.0,,, ,,1,14,0,0,0,1,0,0,0%,-0.1,0.4,0.3,0.01,0.03,4,11.9,11.3,-5.8,-0.7,0.1,0.0,-0.6,-0.01,-0.06,0,0,2,-0.02,0.57,0.84,0.3,0.01,-3.27,-1.57,-25.5,14.1,-39.6,-4.0,-35.3,-14.5,-20.9,-2.1,152,10,Shoulder,0.501,0.06,0,-0.7
44,Oct 11 '88,Snowflake,MB,CAN,CA,77,215,L,2007,4,110,,26,Justin,Falk,CBJ,"MIN, CBJ",13,D,18,1,1,0,2,-9,18,5,9,5.6%,3.1%,194.8,10.8,297,16.5,0.66,0,0.00,14.3%,14.3%,28.6%,0,0,0.0%,.0,,,23,12,19,5,7,1,7.1,3.7,5.9,1.5,2.2,0.3,14,2,2,0,0,0,47,-0.2,,, ,,1,6,0,0,0,0,0,0,0%,0.1,-0.4,-0.3,-0.02,-0.09,1,5.3,5.9,-9.5,-0.4,-0.9,0.0,-1.3,-0.07,-0.40,0,1,0,0,-0.03,0.17,0.16,-2.03,0.2,-1.53,6.2,29.5,-23.3,-14.1,6.6,19.4,-12.8,-9.3,85,4,Upper body,0.32,0.034,0,-1.4
34,Jan 21 '89,North Andover,MA,USA,US,70,188,L,,,,Y,26,Bobby,Farnham,PIT,PIT,,RW,11,0,0,0,0,0,6,4,4,0.0%,0.0%,78.9,7.2,121,11.0,0.65,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,.0,,,14,26,2,4,1,0,10.6,19.8,1.5,3.0,0.8,0.0,24,2,4,0,0,0,56,3.9,,, ,,0,4,0,0,0,0,0,0,0%,-0.2,0.1,-0.1,-0.01,-0.08,3,1.0,1.0,-0.1,-0.5,0.1,0.0,-0.4,-0.04,-0.30,0,0,0,0,0.99,-0.1,-0.57,0.23,-0.38,0.17,-6.7,5.2,-12.0,-9.1,-4.9,-3.5,-1.4,-1.1,27,,,0.08,0,0,-0.4
19,Dec 02 '91,Nassjo,,SWE,SE,72,185,R,2010,6,157,Y,23,Jesper,Fast,NYR,NYR,,RW,58,6,8,4,14,-1,52,19,18,11.5%,6.7%,684.7,11.8,1030,17.8,0.66,49,4.25,28.6%,38.1%,66.7%,4,16,20.0%,.5,,,78,102,28,19,5,13,6.8,8.9,2.5,1.7,0.4,1.1,8,4,0,0,0,0,138,3.0,,, ,,0,9,0,0,0,1,0,0,0%,0.4,0.6,1.0,0.02,0.09,4,11.2,11.5,-6.5,1.0,0.9,0.0,1.9,0.03,0.17,0,1,0,-0.05,-0.27,0.98,0.65,4.92,-0.19,6.04,31.4,-36.5,67.9,6.7,32.2,-23.3,55.5,5.5,162,11,Knee,0.784,0.121,0,1.3
27,Mar 20 '92,South St.Paul,MN,USA,US,72,215,R,2010,2,37,,22,Justin,Faulk,CAR,CAR,,D,82,15,34,17,49,-19,238,87,138,6.3%,3.2%,2002.9,24.4,2501,30.5,0.80,212,6.34,18.3%,41.5%,59.8%,0,0,0.0%,.0,,,121,157,114,87,50,70,3.6,4.7,3.4,2.6,1.5,2.1,30,15,0,0,0,0,301,1.8,,, ,,4,17,0,0,4,0,0,0,0%,4.6,4.5,9.1,0.11,0.27,8,47.1,43.3,1.9,8.3,6.3,0.0,14.6,0.18,0.44,7,1,8,0,-1.35,1.36,5.12,-3.43,3.45,5.15,139.3,21.5,117.8,4.7,100.2,42.9,57.4,2.3,186,,,4.833,0,0,5.5
5,May 15 '87,Nashua,NH,USA,US,75,215,R,2005,5,155,,27,Mark,Fayne,EDM,EDM,,D,74,2,6,1,8,-21,78,29,78,2.6%,1.1%,1327.3,17.9,1968,26.6,0.67,16,0.72,6.7%,20.0%,26.7%,0,0,0.0%,.0,,,131,81,125,29,49,21,5.9,3.7,5.7,1.3,2.2,0.9,14,7,0,0,0,0,220,-1.1,,, ,,0,20,0,0,0,0,0,0,0%,-0.5,1.3,0.8,0.01,0.04,4,21.0,32.6,-7.4,-1.7,2.4,0.0,0.7,0.01,0.03,0,1,0,0,-1.66,1.63,-8.43,0.39,-1.06,-9.13,-12.4,-28.4,16.0,0.9,-35.9,-41.3,5.4,0.3,186,8,Shoulder,3.625,0.354,0,-5.8
43,Jun 04 '88,Edmonton,AB,CAN,CA,72,200,R,,,,,26,Taylor,Fedun,SJS,SJS,,D,7,0,4,1,4,0,12,5,9,0.0%,0.0%,118.9,17.0,172,24.6,0.69,4,1.77,0.0%,100.0%,100.0%,0,0,0.0%,.0,,,21,0,8,5,2,3,10.6,0.0,4.0,2.5,1.0,1.5,4,2,0,0,0,0,12,1.5,,, ,,0,1,0,0,0,0,0,0,0%,0.3,0.3,0.6,0.09,0.30,4,0.4,0.5,0.0,1.3,0.0,0.0,1.3,0.19,0.66,0,0,0,0,0,0,0,0,-0.17,-0.17,-1.4,-4.5,3.1,1.8,-2.0,-1.4,-0.6,-0.4,19,,,0.061,0,0,1.3
16,Sep 07 '85,Winkler,MB,CAN,CA,76,212,R,2003,1,18,,29,Eric,Fehr,WSH,WSH,,C/RW,75,19,14,9,33,8,142,48,55,13.4%,7.8%,1113.8,14.9,1560,20.8,0.71,87,4.67,51.4%,37.8%,89.2%,449,414,52.0%,19.1,15,10,69,84,47,48,21,48,3.7,4.5,2.5,2.6,1.1,2.6,20,10,0,0,0,0,151,6.4,4,1,25%,0,3,20,2,0,4,1,0,0,0%,2.7,1.5,4.3,0.06,0.23,7,22.5,25.8,1.7,4.6,3.6,-0.2,8.1,0.11,0.44,3,3,1,0.67,0.36,1.55,4.88,1.5,4.61,13.57,12.9,0.3,12.6,0.8,6.2,3.4,2.8,0.2,186,4,"Lower body, Upper body",1.5,0.018,0,6.1
21,Mar 17 '79,Edmonton,AB,CAN,CA,71,184,L,1997,8,208,,35,Andrew,Ference,EDM,EDM,,D,70,3,11,0,14,-17,58,47,60,5.2%,1.8%,1321.4,18.9,1771,25.3,0.75,0,0.00,7.9%,28.9%,36.8%,0,2,0.0%,.0,,,112,156,86,47,38,12,5.1,7.1,3.9,2.1,1.7,0.5,39,17,1,0,0,0,282,-1.7,,, ,,0,20,0,0,0,0,0,0,0%,0.3,1.6,1.9,0.03,0.09,5,23.5,29.1,1.2,0.0,2.7,0.0,2.7,0.04,0.12,0,0,0,-0.01,-0.12,-0.08,-5.11,-1.41,0.91,-5.82,-23.0,32.6,-55.6,-2.9,-14.7,73.1,-87.9,-4.5,186,9,Concussion,3.25,0.357,0,-3.0
79,Apr 20 '92,Swan River,MB,CAN,CA,74,215,L,2010,5,133,Y,22,Michael,Ferland,CGY,CGY,,LW,26,2,3,3,5,1,34,15,13,5.9%,3.2%,273.6,10.5,481,18.5,0.57,40,8.70,25.0%,37.5%,62.5%,0,0,0.0%,.0,,,32,67,10,16,11,19,7.0,14.7,2.2,3.5,2.4,4.2,16,3,2,0,0,0,95,0.5,,, ,,1,4,0,0,1,0,0,1,100%,0.0,0.3,0.3,0.01,0.07,4,3.8,3.3,1.0,0.3,0.5,0.0,0.8,0.03,0.18,0,0,0,0,-0.03,0.27,-0.59,-0.25,-1.43,-2.03,6.1,-23.6,29.7,6.3,16.4,-18.2,34.6,7.3,90,8,Concussion,0.386,0.078,0.12,0.5
68,Jun 03 '92,Jacksonville,FL,USA,US,74,209,R,2011,4,121,Y,22,Brian,Ferlin,BOS,BOS,,RW,7,0,1,1,1,0,6,3,6,0.0%,0.0%,61.6,8.8,99,14.1,0.62,23,22.41,0.0%,100.0%,100.0%,0,1,0.0%,.2,,,9,20,0,3,0,1,8.8,19.5,0.0,2.9,0.0,1.0,0,0,0,0,0,0,20,-0.1,,, ,,0,3,0,0,0,0,0,0,0%,-0.1,0.1,0.0,0.00,0.00,3,0.8,0.8,-0.1,0.0,0.1,0.0,0.1,0.01,0.10,0,0,0,0,-0.17,0.19,-0.43,0.52,-0.7,-0.59,-10.0,-8.2,-1.8,-1.8,-7.3,-4.8,-2.5,-2.5,37,,,0.184,0,0.1,-0.1
29,Aug 08 '91,Trail,BC,CAN,CA,72,186,L,2009,2,32,Y,23,Landon,Ferraro,DET,DET,,C,3,1,0,0,1,1,4,0,2,25.0%,16.7%,36.0,12.0,58,19.3,0.62,0,0.00,100.0%,0.0%,100.0%,0,0,0.0%,.0,,,10,3,3,0,0,3,16.7,5.0,5.0,0.0,0.0,5.0,0,0,0,0,0,0,6,-0.1,,, ,,1,1,0,0,1,0,0,0,0%,0.1,0.1,0.2,0.07,0.33,4,0.2,0.1,0.0,0.5,0.0,0.0,0.5,0.17,0.83,0,0,1,0,0,0,0,0,0,0,-5.6,1.5,-7.0,-12.0,-5.9,-2.1,-3.8,-6.5,6,,,0.018,0,0,0.5
56,Jul 22 '96,St. Gallen,,CHE,CH,70,180,L,2014,1,11,Y,18,Kevin,Fiala,NSH,NSH,,LW,1,0,0,0,0,-1,3,0,0,0.0%,0.0%,11.4,11.4,15,15.0,0.76,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,.0,,,0,0,1,0,0,2,0.0,0.0,5.3,0.0,0.0,10.5,0,0,0,0,0,0,1,0.0,,, ,,0,1,0,0,0,0,0,0,0%,0.0,0.0,-0.1,-0.10,-0.53,3,0.3,0.3,-1.1,-0.1,-0.1,0.0,-0.2,-0.20,-1.05,0,0,0,0,0,0,0,0,-0.17,-0.17,-0.9,2.6,-3.5,-18.0,-1.1,2.2,-3.4,-17.0,3,,,0.023,0,0.5,-0.2
38,May 09 '80,Edmonton,AB,CAN,CA,71,205,L,,,,,34,Vernon,Fiddler,DAL,DAL,,C/LW,80,13,16,12,29,-5,132,50,45,9.8%,5.7%,1050.1,13.1,1651,20.6,0.64,145,8.29,32.5%,40.0%,72.5%,569,528,51.9%,20.7,10,5,84,43,61,50,21,32,4.8,2.5,3.5,2.9,1.2,1.8,34,12,2,0,0,0,140,10.7,3,1,33%,0,4,18,0,0,2,0,0,0,0%,1.8,0.7,2.5,0.03,0.14,6,18.6,22.7,-4.8,4.1,2.6,0.1,6.8,0.09,0.39,1,1,3,0.7,1.48,0.75,3.06,-3.62,0.92,3.29,-13.7,5.6,-19.3,-1.4,4.6,-5.5,10.1,0.8,186,1,Lower body,1.25,0.015,0,5.3
51,Mar 20 '84,Vantaa,,FIN,FI,72,193,L,2002,3,95,,30,Valtteri,Filppula,TBL,TBL,,C,82,12,36,18,48,-14,91,29,40,13.2%,7.5%,1559.4,19.0,1857,22.6,0.84,183,7.04,17.4%,52.2%,69.6%,621,564,52.4%,24.8,23,11,81,25,29,29,27,50,3.1,1.0,1.1,1.1,1.0,1.9,24,12,0,0,0,0,78,5.6,1,0,0%,0,3,15,0,0,0,2,0,0,0%,2.4,0.8,3.2,0.04,0.12,5,34.1,28.2,-21.8,3.7,0.4,-0.3,3.9,0.05,0.15,2,1,0,0.91,-0.1,2.31,0.96,-0.69,-0.18,3.21,-105.7,35.3,-141.0,-7.6,-86.6,26.7,-113.3,-6.1,186,,,5,0,0,-5.6
12,Jun 05 '80,Peterborough,ON,CAN,CA,73,215,R,1998,2,44,,34,Mike,Fisher,NSH,NSH,,C,59,19,20,15,39,4,111,43,37,17.1%,9.9%,1087.6,18.4,1444,24.5,0.75,138,7.60,33.9%,35.7%,69.6%,601,548,52.3%,30.3,22,13,54,125,60,43,16,27,3.0,6.9,3.3,2.4,0.9,1.5,39,12,3,0,0,0,227,-3.6,,, ,,2,19,0,1,1,0,0,0,0%,3.5,1.3,4.8,0.08,0.26,7,25.9,25.6,-1.0,5.2,3.0,0.0,8.2,0.14,0.45,1,3,4,0.9,-0.67,1,1.74,-2.74,7.33,7.56,18.0,51.4,-33.4,-2.6,17.9,24.3,-6.4,-0.5,186,23,"Achilles, Lower body",4.2,1.076,0,0.4
28,Jun 01 '86,Edmonton,AB,CAN,CA,74,225,L,2004,1,28,,28,Mark,Fistric,ANA,ANA,,D,9,0,0,0,0,-3,1,6,3,0.0%,0.0%,133.1,14.8,180,20.0,0.74,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,.0,,,15,28,21,6,2,4,6.8,12.6,9.5,2.7,0.9,1.8,4,2,0,0,0,0,53,-1.4,,, ,,0,1,0,0,0,0,0,0,0%,-0.2,0.0,-0.2,-0.02,-0.09,3,3.0,3.6,-3.6,-0.7,-0.1,0.0,-0.8,-0.09,-0.36,0,0,0,0,-0.17,-0.06,-1.6,-0.68,-0.03,-2.54,-3.0,12.2,-15.2,-7.3,-5.7,6.6,-12.3,-5.9,186,15,Upper body,0.864,0.232,0,-1.5
14,May 16 '84,Koprivnice,,CZE,CZ,73,192,L,2002,2,63,,30,Tomas,Fleischmann,ANA,"FLA, ANA",52,LW,66,8,19,16,27,12,131,46,56,6.1%,3.4%,970.4,14.7,1278,19.4,0.76,173,10.72,17.8%,42.2%,60.0%,4,10,28.6%,.3,,,79,64,15,46,15,30,4.9,4.0,0.9,2.8,0.9,1.9,12,6,0,0,0,0,91,5.5,2,0,0%,0,1,21,0,0,1,0,0,0,0%,1.2,1.6,2.8,0.04,0.17,4,21.4,22.5,12.1,1.2,3.8,-0.5,4.4,0.07,0.27,1,0,0,-0.02,-0.17,1.87,3.65,-0.29,-2.67,2.37,20.1,-18.5,38.6,14.9,23.8,-1.9,25.7,10.6,186,2,Undisclosed,4.5,0.11,0,-4.0
32,Jul 26 '88,Lynnfield,MA,USA,US,73,180,R,,,,,26,Brian,Flynn,MTL,"BUF, MTL",54,C,63,5,12,8,17,-5,82,26,24,6.1%,3.8%,939.5,14.9,1295,20.6,0.73,70,4.45,15.2%,36.4%,51.5%,172,187,47.9%,9.3,5,1,59,44,46,26,17,12,3.8,2.8,2.9,1.7,1.1,0.8,8,4,0,0,0,0,98,2.7,2,2,100%,2,1,16,0,0,0,0,0,0,0%,-0.2,1.0,0.8,0.01,0.05,5,20.2,21.7,7.3,-2.4,1.8,1.2,0.7,0.01,0.04,3,1,0,0.1,-1.02,2.02,-0.59,0.27,-1.68,-0.9,15.7,-12.6,28.4,3.3,22.0,-27.4,49.4,8.3,186,5,Upper body,0.638,0.039,0,0.5
82,Aug 10 '91,Buffalo,NY,USA,US,75,223,L,2009,4,104,,23,Marcus,Foligno,BUF,BUF,,LW,57,8,12,9,20,-5,66,25,17,12.1%,7.4%,924.8,16.2,1166,20.5,0.79,95,6.17,28.6%,42.9%,71.4%,57,75,43.2%,3.9,1,1,63,193,48,25,25,28,4.1,12.5,3.1,1.6,1.6,1.8,50,10,4,1,0,0,295,0.6,1,0,0%,0,1,14,0,0,0,0,0,0,0%,0.5,1.0,1.6,0.03,0.10,5,15.1,15.8,5.8,1.5,1.5,-0.3,2.7,0.05,0.18,1,3,0,-0.02,-0.82,0.91,-0.33,-0.92,0.9,-0.28,-17.9,-14.0,-4.0,-0.3,-13.8,-18.5,4.8,0.4,186,24,"Hand, Lower body, Undisclosed",1.875,0.434,0,-0.1
71,Oct 31 '87,Buffalo,NY,USA,US,72,210,L,2006,1,28,,27,Nick,Foligno,CBJ,CBJ,,LW,79,31,42,22,73,16,182,43,48,17.0%,11.4%,1487.6,18.8,1945,24.6,0.76,133,5.37,33.7%,45.7%,79.3%,125,138,47.5%,5.3,2,0,126,193,52,43,23,51,5.1,7.8,2.1,1.7,0.9,2.1,50,20,2,0,0,0,297,4.7,4,0,0%,0,5,18,1,1,3,1,0,0,0%,7.5,2.2,9.7,0.12,0.39,8,35.2,30.4,22.3,14.7,3.3,-1.1,16.9,0.21,0.68,5,2,7,0.11,0.79,0.88,9.51,3.09,6.2,20.58,2.6,-63.5,66.1,3.6,12.2,-50.9,63.1,3.4,186,3,"Illness, Lower body, Upper body",3.083,0.038,0,11.5
5,Feb 09 '91,Gothenburg,,SWE,SE,75,214,R,,,,Y,23,Christian,Folin,MIN,MIN,,D,40,2,8,5,10,3,39,18,29,5.1%,2.3%,608.0,15.2,865,21.6,0.70,51,5.01,7.4%,29.6%,37.0%,0,0,0.0%,.0,,,78,46,42,18,16,9,7.7,4.5,4.1,1.8,1.6,0.9,13,4,1,0,0,0,102,0.7,,, ,,0,6,0,0,0,0,0,0,0%,0.6,1.6,2.2,0.06,0.22,2,12.1,14.5,0.2,1.1,2.0,0.0,3.0,0.08,0.30,0,0,1,0,-0.41,0.77,-2.11,0.64,0.86,-0.25,7.5,-20.5,28.0,2.9,5.3,-15.6,20.9,2.2,158,5,Illness,1.179,0.085,0.925,1.5
14,Nov 06 '87,Bonnyville,AB,CAN,CA,70,175,R,,,,,27,Justin,Fontaine,MIN,MIN,,RW,71,9,22,13,31,13,104,39,39,8.7%,4.9%,848.8,12.0,1192,16.8,0.71,122,8.59,22.5%,55.0%,77.5%,1,1,50.0%,.0,,,62,9,27,39,13,22,4.4,0.6,1.9,2.8,0.9,1.6,12,6,0,0,0,0,48,2.6,1,0,0%,0,2,15,0,0,2,0,0,0,0%,2.2,1.5,3.7,0.05,0.26,3,17.1,17.5,9.6,5.0,3.2,-0.3,7.9,0.11,0.56,2,1,1,0,-0.56,1.5,3.76,4.03,-0.05,8.68,17.7,-27.1,44.8,3.5,12.9,-19.1,32.0,2.5,186,6,"Groin, Lower body",1,0.049,0,6.9
9,Aug 13 '94,Ostervala,,SWE,SE,73,186,R,2012,1,11,Y,20,Filip,Forsberg,NSH,NSH,,C/RW,82,26,37,20,63,15,237,131,103,11.0%,5.5%,1421.1,17.3,1791,21.8,0.79,178,7.51,30.6%,43.5%,74.1%,3,4,42.9%,.1,,,104,108,28,131,57,50,4.4,4.6,1.2,5.5,2.4,2.1,24,12,0,0,0,0,160,8.5,8,3,38%,3,6,24,2,1,6,0,0,0,0%,6.1,2.1,8.3,0.10,0.35,5,35.5,27.9,10.2,10.5,3.6,0.5,14.6,0.18,0.62,7,7,6,0,0.41,1.76,3.86,0.99,4.6,11.62,39.3,-0.5,39.8,2.1,29.9,-5.6,35.5,1.9,186,,,1.461,0,0.7,12.7
4,Dec 05 '91,Windsor,ON,CAN,CA,73,211,L,2010,1,12,,23,Cam,Fowler,ANA,ANA,,D,80,7,27,11,34,4,87,34,67,8.0%,3.7%,1691.5,21.1,2056,25.7,0.82,106,3.75,9.9%,38.0%,47.9%,0,0,0.0%,.0,,,123,47,107,34,52,23,4.4,1.7,3.8,1.2,1.8,0.8,14,7,0,0,0,0,168,7.6,,, ,,0,22,1,3,2,1,0,0,0%,2.5,3.3,5.8,0.07,0.21,7,39.5,34.6,1.1,4.0,2.9,0.0,6.9,0.09,0.24,3,3,2,0,-1.42,2.27,0.73,3.46,0.95,5.99,-18.0,4.6,-22.6,-1.1,-9.4,1.7,-11.2,-0.5,186,1,Lower body,4,0.049,0,-0.4
44,Aug 08 '87,Sicamous,BC,CAN,CA,77,213,R,2005,3,79,,27,Cody,Franson,NSH,"TOR, NSH",55,D,78,7,29,13,36,-7,127,48,77,5.5%,2.8%,1531.0,19.6,2005,25.7,0.76,128,5.02,9.1%,37.7%,46.8%,0,0,0.0%,.0,,,76,177,132,48,69,46,3.0,6.9,5.2,1.9,2.7,1.8,28,9,0,1,0,0,337,-0.1,,, ,,2,16,0,1,0,0,0,0,0%,3.0,2.7,5.7,0.07,0.22,6,40.2,34.7,6.9,4.7,2.0,0.0,6.7,0.09,0.26,0,2,0,0,-1.78,1.66,3.88,-0.02,-0.25,3.49,40.8,-34.9,75.6,10.5,56.3,-37.0,93.4,10.9,186,3,"Upper body, Knee",3.3,0.12,0,0.8
93,Dec 23 '79,Vetlanda,,SWE,SE,76,232,L,2004,3,97,,35,Johan,Franzen,DET,DET,,RW/C,33,7,15,6,22,-12,74,34,18,9.5%,5.6%,530.0,16.1,735,22.3,0.72,66,7.47,26.9%,57.7%,84.6%,5,10,33.3%,.7,,,41,45,13,34,17,4,4.6,5.1,1.5,3.8,1.9,0.5,30,15,0,0,0,0,88,-1.9,1,0,0%,0,2,9,0,0,3,0,0,0,0%,1.8,0.1,1.9,0.06,0.22,4,13.8,10.3,-11.1,2.7,-0.4,-0.3,2.1,0.06,0.24,1,1,0,-0.02,0.99,-0.98,1.38,-1.53,0.02,-0.14,-21.1,20.9,-42.0,-6.5,-8.9,19.3,-28.2,-4.4,186,49,"Concussion, Illness, Thigh",3.955,2.025,0,-5.1
