#,DOB,Birth City,S/P,Ctry,HT,Wt,S,Rk,Age,BTN Code,Last Name,First Name,End Team,Teams,Pos,GP,G,A,PTS,+/-,Sh,Sh%,TOI,TOI/G,Shifts,Sh/G,TOI/Sh,Passes,Pa/60,IGP,IAP,IPP,FO,FOW,FOL,FO%,%Tm,Hits,BkS,MsS,GvA,TkA,H/60,B/60,M/60,G/60,T/60,PIM,Minor,Major,Misc,G Misc,Match,NetPen,ESTOI,ESTOI/G,55TOI/G,55TOF/G,ES%,ESG,ESA1,ESA2,ESA,ESP,ESP/60,ESPass,ESIGP,ESIAP,ESIPP,ESFO,ESFOW,ESFOL,ESFO%,ESOZFOW,ESOZFOL,ESOZ%,ESDZFOW,ESDZFOL,ESDZ%,ESNZFOW,ESNZFOL,ESNZ%,OZ%,OZRk,ESOZF,ESDZF,ESNZF,TOI QoC,RCQoC,QoCRk,CQoC ,RCQoT,CQoT ,ESOISH%,ESOISV%,PDO,SPD,TmESGF/60,TmESGA/60,TmESSF/60,TmESSA/60,TmESCF/60,TmESCA/60,Corsi,TmESGF,TmESGA,TmESSVA,TmESSVF,TmESMF,TmESMA,TmESBF,TmESBA,Adj Corsi,oTmESGF/60,oTmESGA/60,oTmESSF/60,oTmESSA/60,oTmESCF/60,oTmESCA/60,RelC,oTmESGF,oTmESGA,oTmESSVA,oTmESSVF,oTmESMF,oTmESMA,oTmESBF,oTmESBA,ESPenT,ESPenD,ESPPD,ESPenT/60,ESPenD/60,ESPPD/60,PPTOI,PPTOI/G,54TOI/G,54TOF/G,PP%,PPG,PPA1,PPA2,PPA,PPP,PPP/60,PPPass,PPIGP,PPIAP,PPIPP,PPFO,PPFOW,PPFOL,PPFO%,TmPPGF,TmPPGA,TmPPSVA,TmPPSVF,TmPPMF,TmPPMA,TmPPBF,TmPPBA,PPPenT,PPPenD,SHTOI,SHTOI/G,45TOI/G,45TOF/G,SH%,SHG,SHA1,SHA2,SHA,SHP,SHPass,SHFO,SHFOW,SHFOL,SHFO%,TmSHGF,TmSHGA,TmSHSVA,TmSHSVF,TmSHMF,TmSHMA,TmSHBF,TmSHBA,SHPenT,SHPenD,tmGF,tmPPGF,tmGA,tmPPGA,SOS,SOG,SO%,SOGDG,1G,OTG,GWG,ENG,PSG,PST,PS%,DIA,OPS,DPS,PS,PS/G,PS/60,OGIT,DIT,RPM,OGVT,DGVT,SGVT,GVT,GVT/G,GVT/60,Full,LTIR,SOIR,Ginj,Injury,Cap Cost,Bonuses,GVS
8,Apr 18 '83,London,ON,CAN,75,221,R,,30,CODYMCCORMICK,McCormick,Cody,BUF,BUF,C/RW,8,0,0,0,-2,6,0.0%,51.7,6.5,73,9.1,0.71,0,0.00,0.0%,0.0%,0.0%,25,12,13,48.0%,5.0,17,5,2,1,0,19.7,5.8,2.3,1.2,0.0,10,0,2,0,0,0,-0.1,50.7,6.3,6.34,40.08,13.7%,0,0,0,0,0,0.00,0,0.0%,0.0%,0.0%,24,12,12,50.0%,5,7,28.6%,4,10,33.3%,9,7,38.1%,46.2%,1,18,22,9,14.42472698,-1.089,12,4.092,0.047,-9.438,0.0%,.895,895,-10.5%,0.00,2.37,28.39,22.48,44.95,57.97,-13.01,0,2,24,17,5,13,17,9,1.35,2.43,3.56,29.38,33.31,54.64,59.13,-8.5,13,19,144,159,59,59,79,76,0,0,0,0.00,0.00,0.00,0.0,0.0,0,6.15,0.0%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.11,5.96,1.8%,0,0,0,0,0,0,1,0,1,0.0%,0,0,0,0,1,0,0,0,0,0,0,0,2,0,,, ,,0,0,0,0,0,0, ,4,-0.1,0.0,-0.2,-0.03,-0.23,0.9,0.8,-1.9,-0.4,-0.1,0,-0.5,-0.06,-0.58,33,0,0,7,Finger,"$600,000",$0,-1.3
27,Jun 13 '89,St. Paul,MN,USA,73,213,L,,24,RYANMCDONAGH,McDonagh,Ryan,NYR,NYR,D,47,4,15,19,13,83,4.8%,1144.8,24.4,1351,28.7,0.85,116,6.08,9.1%,34.1%,43.2%,#VALUE!, , ,#VALUE!,0.0,69,78,34,26,27,3.6,4.1,1.8,1.4,1.4,22,11,0,0,0,0,5.4,988.3,21.0,20.3,28.85,41.3%,4,8,4,13,17,1.03,103,9.8%,31.7%,41.5%, ,,, ,145,140,29.7%,180,144,33.8%,174,177,36.6%,46.8%,1,351,329,316,16.21601807,0.619,2,-0.1,2.073,4.8,7.8%,.926,934,0.3%,2.58,1.89,33.20,25.41,59.49,52.57,6.92,41,30,487,374,184,186,246,234,2.70,2.21,1.73,29.51,27.74,56.82,55.84,5.9,50,39,617,588,276,249,386,341,10,8,-2,0.61,0.49,-0.12,29.8,0.6,0.64,4.57,12.3%,0,1,0,1,1,2.0,13,0.0%,100.0%,100.0%, ,,, ,1,1,12,1,5,0,0,10,0,2,126.8,2.7,2.56,2.14,54.5%,0,0,1,1,1,0, ,,, ,2,18,13,83,3,36,50,5,0,0,46,1,50,18,,, ,,0,0,1,1,0,0, ,6,1.3,3.4,4.7,0.10,0.25,19.3,26.7,2.5,3.3,4.7,0,8.1,0.17,0.42,99,0,0,1,Head,"$875,000","$425,000",7.4
10,Aug 25 '77,Strathroy,ON,CAN,70,175,L,,36,ANDYMCDONALD,McDonald,Andy,STL,STL,LW/C,37,7,14,21,-2,86,8.1%,638.4,17.3,941,25.4,0.68,87,8.21,20.0%,40.0%,60.0%,198,95,103,48.0%,9.1,10,13,24,18,13,0.9,1.2,2.3,1.7,1.2,16,8,0,0,0,0,4.2,524.2,14.2,13.49,34.89,27.9%,6,7,0,8,14,1.60,81,27.3%,36.4%,63.6%,103,46,57,44.7%,89,94,41.0%,57,57,25.6%,75,74,33.4%,61.6%,12,206,178,165,15.68393827,0.993,5,0.051,0.423,4.186,8.6%,.910,919,-0.3%,2.64,2.40,30.65,26.81,54.21,51.57,2.64,22,20,233,203,92,97,109,104,-4.37,1.77,1.86,26.59,21.66,51.40,43.55,-5.2,38,40,534,426,235,196,275,299,6,11,5,0.69,1.26,0.57,93.4,2.5,2.5,2.61,48.9%,1,1,5,6,7,4.5,6,7.7%,46.2%,53.8%,85,44,41,51.8%,13,3,68,8,32,3,4,42,0,0,20.8,0.6,0.56,4.53,11.0%,0,0,0,0,0,0,10,5,5,50.0%,0,1,5,13,1,4,6,1,0,0,36,13,26,1,4,4,100%,2,0,0,2,0,0,0, ,5,1.3,0.8,2.1,0.06,0.20,16,12.7,-0.6,1,1.2,2,4.3,0.12,0.40,99,0,0,11,"Knee, Flu","$4,700,000",$0,-3.1
13,Sep 30 '84,Wethersfield,CT,USA,73,210,R,,29,COLINMCDONALD,McDonald,Colin,NYI,NYI,RW/C,45,7,10,17,-1,82,8.5%,511.8,11.4,719,16.0,0.71,63,7.40,30.4%,43.5%,73.9%,8,4,4,50.0%,0.3,120,9,19,13,6,14.1,1.1,2.2,1.5,0.7,32,6,2,0,1,0,5.1,500.3,11.1,11.08,38.65,22.3%,6,5,5,10,16,1.92,63,28.6%,47.6%,76.2%,7,3,4,42.9%,56,65,25.5%,73,72,30.6%,106,102,43.9%,45.5%,4,165,188,185,15.28333084,-0.026,6,-0.349,-0.201,-0.1,7.9%,.906,914,-1.5%,2.53,2.65,31.89,28.16,56.92,56.56,.36,21,22,244,212,89,107,129,119,1.10,2.66,2.62,29.94,27.12,56.44,56.13,0.1,77,76,791,710,319,351,490,449,5,11,6,0.60,1.32,0.72,2.7,0.1,0.06,4.61,1.3%,1,0,0,0,1,22.5,0,50.0%,0.0%,50.0%, ,0,0, ,2,0,3,1,0,0,0,1,0,0,8.9,0.2,0.2,4.25,4.5%,0,0,0,0,0,0,1,1,0,100.0%,0,2,1,7,0,4,0,1,0,0,23,2,24,2,,, ,,0,0,0,1,0,0, ,5,1.2,0.5,1.7,0.04,0.20,11.2,11.3,0.4,2,1.3,0,3.3,0.07,0.39,99,0,0,,,"$700,000",$0,2.9
11,Aug 05 '88,Fergus,ON,CAN,73,210,L,,25,JAMIEMCGINN,McGinn,Jamie,COL,COL,LW,47,11,11,22,-13,128,8.6%,812.4,17.3,1068,22.7,0.76,85,6.26,26.8%,26.8%,53.7%,6,3,3,50.0%,0.2,82,16,47,14,20,6.1,1.2,3.5,1.0,1.5,26,8,2,0,0,0,2.0,668.0,14.2,13.97,34.3,28.9%,8,6,1,7,15,1.35,70,27.6%,24.1%,51.7%,3,2,1,66.7%,119,112,34.1%,107,74,26.7%,150,115,39.1%,56.1%,12,250,214,224,15.98697681,1.025,6,0.147,0.423,-2.193,8.6%,.885,894,-2.9%,2.65,3.56,30.80,31.07,54.83,58.67,-3.84,29,39,308,301,108,121,181,155,-3.04,1.94,2.34,29.03,29.25,55.01,56.24,-2.6,52,63,728,723,298,325,400,400,7,10,3,0.63,0.90,0.27,109.2,2.3,2.3,2.47,48.2%,3,2,2,4,7,3.8,15,25.0%,33.3%,58.3%,1,1,0,100.0%,12,2,78,13,35,7,6,40,0,0,35.3,0.8,0.74,5.11,12.6%,0,0,0,0,0,0,2,0,2,0.0%,0,4,6,17,0,13,17,1,0,0,41,12,46,4,,, ,,1,0,2,0,0,0, ,5,1.4,0.3,1.7,0.04,0.13,21.4,17.8,-5.4,0,0.2,0,0.2,0.00,0.01,99,0,0,,,"$1,750,000",$0,-2.0
15,Jul 29 '90,Fergus,ON,CAN,74,205,L,Y,23,TYEMCGINN,McGinn,Tye,PHI,PHI,LW,18,3,2,5,0,33,9.1%,229.0,12.7,282,15.7,0.81,0,0.00,30.0%,20.0%,50.0%,#VALUE!, , ,#VALUE!,0.0,19,1,8,2,6,5.0,0.3,2.1,0.5,1.6,19,1,3,0,0,0,3.7,198.5,11.0,11.02,35.41,23.7%,3,0,2,2,5,1.51,0,42.9%,28.6%,71.4%, ,0,0, ,32,35,32.5%,40,26,32.0%,41,32,35.4%,50.4%,11,64,75,58,15.8493844,0.101,13,0.237,0.624,-4.5,6.9%,.908,915,-2.3%,2.12,2.12,30.85,22.99,62.01,48.40,13.61,7,7,95,69,34,34,50,69,18.17,2.35,3.58,28.62,27.96,55.16,56.76,15.2,25,38,279,259,125,138,168,157,0,5,5,0.00,1.51,1.51,30.2,1.7,1.68,4.02,29.5%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,3,0,23,6,6,3,3,15,1,0,0.3,0.0,0.01,5.97,0.2%,0,0,0,0,0,0, ,0,0, ,0,0,0,1,0,0,1,0,0,0,10,3,7,0,,, ,,0,0,1,0,0,0, ,1,0.3,0.3,0.5,0.03,0.13,4.5,3.6,1.3,0.3,0.3,0,0.6,0.03,0.16,71,0,0,6,Facial,"$555,808",$0,0.3
16,Sep 02 '81,Hamilton,ON,CAN,76,235,R,,32,BRIANMCGRATTAN,McGrattan,Brian,CGY,"NSH, CGY",RW,21,3,0,3,-4,18,16.7%,149.2,7.1,221,10.5,0.68,0,0.00,100.0%,0.0%,100.0%,#VALUE!, ,1,#VALUE!,0.0,32,6,5,2,3,12.9,2.4,2.0,0.8,1.2,49,2,3,3,0,0,0.7,149.0,7.1,7.09,43.87,13.9%,3,0,0,0,3,1.21,0,100.0%,0.0%,100.0%,1,0,1,0.0%,19,21,32.0%,15,15,24.0%,26,29,44.0%,57.1%,11,53,53,40,13.82845429,-1.581,12,-2.629,-0.563,-6.925,5.4%,.909,914,-3.7%,1.21,2.82,22.57,31.03,45.54,65.28,-19.75,3,7,53,70,24,39,46,33,-17.25,2.21,3.52,26.64,28.59,52.23,55.16,-16.8,34,54,375,385,187,187,221,206,1,2,1,0.40,0.81,0.40,0.2,0.0,0.01,4.27,0.2%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,3,0,7,0,,, ,,0,0,1,0,0,0, ,3,0.2,0.0,0.3,0.01,0.12,3,2.9,-2.4,0.2,0,0,0.2,0.01,0.08,97,0,0,6,Shoulder,"$587,879",$0,0.0
38,Oct 29 '87,Winnipeg,MB,CAN,77,230,L,,26,FRAZERMCLAREN,McLaren,Frazer,TOR,"SJS, TOR",LW,36,3,2,5,0,20,15.0%,187.4,5.2,326,9.1,0.57,10,3.04,50.0%,33.3%,83.3%,11,4,7,36.4%,0.4,53,9,2,5,1,17.0,2.9,0.6,1.6,0.3,102,6,12,2,1,0,-3.3,185.3,5.1,5.1,43.17,10.6%,3,1,1,2,5,1.62,10,50.0%,33.3%,83.3%,11,4,7,36.4%,26,46,34.6%,26,32,27.9%,41,37,37.5%,55.4%,12,76,86,57,13.8805262,-2.141,13,0.465,-4.435,-15.9,10.5%,.935,946,4.1%,1.96,1.96,18.63,30.39,35.95,63.40,-27.45,6,6,51,87,24,39,62,29,-12.47,2.78,2.66,26.79,34.67,53.70,66.94,-14.2,72,69,622,829,306,378,458,391,5,2,-3,1.62,0.65,-0.97,2.0,0.1,0.06,4.76,1.2%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,0,1,0,0,0,0,0,0,0.1,0.0,0.02,5.57,0.4%,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0,6,0,6,0,,, ,,2,0,2,0,0,0, ,2,0.4,0.2,0.6,0.02,0.19,4,3.9,-0.4,0.4,0.2,0,0.6,0.02,0.19,99,0,0,,,"$632,500",$0,0.4
55,Jun 26 '84,Binscarth,MB,CAN,74,210,L,,29,CODYMCLEOD,McLeod,Cody,COL,COL,LW,48,8,4,12,4,79,10.1%,628.3,13.1,875,18.2,0.72,30,2.87,44.4%,22.2%,66.7%,17,7,10,41.2%,0.6,106,17,33,2,9,10.1,1.6,3.2,0.2,0.9,83,14,7,2,0,0,-5.1,532.6,11.1,11.07,37.15,23.0%,8,2,1,3,11,1.24,30,50.0%,18.8%,68.8%,11,6,5,54.5%,68,75,34.1%,68,50,28.2%,72,86,37.7%,54.8%,9,198,183,139,15.18946867,-0.604,12,-0.918,0.845,-1.835,6.7%,.951,958,1.8%,1.81,1.36,27.10,27.78,52.73,55.78,-3.05,16,12,224,234,97,118,130,130,-3.37,2.29,3.13,30.48,30.32,55.59,57.44,-1.2,68,93,838,808,315,339,467,431,9,5,-4,1.01,0.56,-0.45,23.5,0.5,0.49,4.22,10.4%,0,0,1,1,1,2.5,0,0.0%,50.0%,50.0%,2,0,2,0.0%,2,0,23,2,10,1,0,9,0,0,72.1,1.5,1.5,4.44,25.3%,0,0,0,0,0,0,4,1,3,25.0%,0,8,7,64,4,22,31,0,0,0,18,2,20,8,,, ,,3,0,0,0,0,0, ,1,0.5,0.9,1.3,0.03,0.12,8.2,9.2,6,1.9,1.5,0,3.4,0.07,0.32,99,0,0,,,"$1,150,000",$0,2.3
64,Mar 22 '90,Richmond,BC,CAN,71,190,L,,23,BRANDONMCMILLAN,McMillan,Brandon,ANA,ANA,C/LW,6,0,1,1,-1,2,0.0%,52.5,8.7,83,13.8,0.63,0,0.00,0.0%,100.0%,100.0%,26,12,14,46.2%,6.7,4,1,3,0,0,4.6,1.1,3.4,0.0,0.0,2,1,0,0,0,0,0.9,47.3,7.9,7.89,39.76,16.6%,0,0,1,1,1,1.27,0,0.0%,100.0%,100.0%,25,12,13,48.0%,7,8,29.4%,5,10,29.4%,12,9,41.2%,50.0%,7,23,18,23,14.80216412,0.245,3,1.42,-1.843,-6.254,6.7%,.913,920,-2.0%,1.27,2.53,19.01,29.15,45.63,59.57,-13.94,1,2,14,21,9,9,15,12,-6.36,2.26,0.75,23.39,25.91,46.53,57.60,-2.9,9,3,84,100,38,63,63,54,1,2,1,1.27,2.54,1.27,0.0,0.0,,, ,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,,,0,0,0,0,0,0,0,0,5.1,0.9,0.86,5.49,13.5%,0,0,0,0,0,0,1,0,1,0.0%,0,1,1,6,2,1,1,0,0,0,1,0,3,1,,, ,,0,0,0,0,0,0, ,3,0.0,0.0,0.0,0.00,0.00,1,1.3,-1.4,-0.1,0.1,0,0,0.00,0.00,17,0,0,,,"$125,783","$142,500",-0.1
54,Oct 12 '86,Charlottetown,PE,CAN,76,197,R,,27,ADAMMCQUAID,McQuaid,Adam,BOS,BOS,D,32,1,3,4,0,26,3.8%,457.4,14.3,634,19.8,0.72,18,2.41,6.7%,20.0%,26.7%,#VALUE!, , ,#VALUE!,0.0,62,43,11,8,3,8.1,5.6,1.4,1.0,0.4,60,15,6,0,0,0,-6.8,437.3,13.7,13.55,35.1,27.9%,1,1,1,2,3,0.41,15,7.1%,14.3%,21.4%, ,,, ,72,65,32.4%,69,49,27.9%,85,83,39.7%,53.7%,6,159,144,128,14.95391952,-0.736,7,-2.453,-1.757,8.677,6.5%,.918,925,-1.6%,1.94,2.08,29.75,25.46,55.63,49.68,5.95,14,15,201,169,74,71,104,113,-6.16,2.62,2.30,32.80,28.90,64.80,53.69,-5.2,49,43,565,498,266,202,262,333,11,3,-8,1.51,0.41,-1.10,0.1,0.0,0,4.47,0.0%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,0,0,0,0,0,0,0,0,0,0,19.9,0.6,0.61,5,10.9%,0,1,0,1,1,3, ,,, ,1,0,2,10,1,8,8,0,1,0,15,0,15,0,,, ,,1,0,0,0,0,0, ,2,0.0,0.9,1.0,0.03,0.13,7.9,8.4,-3.2,-0.2,0.3,0,0.1,0.00,0.01,99,0,0,13,"Undisclosed, Shoulder, Upper body","$1,566,667",$0,-1.8
7,Apr 21 '84,Winnipeg,MB,CAN,71,200,L,,29,DEREKMEECH,Meech,Derek,WPG,WPG,D,16,0,1,1,0,5,0.0%,235.2,14.7,295,18.4,0.80,14,3.57,0.0%,16.7%,16.7%,#VALUE!, , ,#VALUE!,0.0,24,12,4,7,1,6.1,3.1,1.0,1.8,0.3,2,1,0,0,0,0,0.1,226.8,14.2,13.79,36.56,27.4%,0,1,0,1,1,0.26,14,0.0%,16.7%,16.7%, ,,, ,25,37,30.5%,28,26,26.6%,35,52,42.9%,53.4%,6,73,65,40,14.81504802,-0.72,8,-1.376,0.338,-1.001,7.1%,.949,956,2.1%,1.63,1.63,22.84,32.09,48.95,57.38,-8.43,6,6,78,112,31,44,49,65,-9.72,2.26,3.18,29.13,29.95,57.54,58.88,-7.1,22,31,262,261,129,125,157,148,1,0,-1,0.26,0.00,-0.26,5.8,0.4,0.36,4.26,7.8%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,0,0,1,1,2,1,0,3,0,0,2.6,0.2,0.16,3.76,4.1%,0,0,0,0,0,0, ,,, ,0,0,0,1,0,0,0,0,0,0,6,0,6,0,,, ,,0,0,0,0,0,0, ,1,-0.2,0.4,0.3,0.02,0.08,2.8,3.1,0.3,-0.3,0.2,0,0,0.00,0.00,60,0,0,,,"$424,242",$0,-0.2
41,Oct 13 '85,Považská Bystrica,,SVK,74,223,L,,28,ANDREJMESZAROS,Meszaros,Andrej,PHI,PHI,D,11,0,2,2,-9,18,0.0%,203.1,18.5,281,25.5,0.72,42,12.26,0.0%,66.7%,66.7%,#VALUE!, , ,#VALUE!,0.0,18,24,6,6,2,5.3,7.1,1.8,1.8,0.6,2,1,0,0,0,0,0.8,166.4,15.1,14.31,31.6,31.2%,0,1,0,1,1,0.36,29,0.0%,50.0%,50.0%, ,,, ,18,19,28.5%,19,31,38.5%,14,29,33.1%,42.5%,2,58,58,46,15.31555454,-0.479,9,1.621,-0.435,-5.377,3.5%,.909,913,-5.6%,0.76,3.05,21.73,33.54,41.93,67.09,-25.16,2,8,55,80,15,34,54,38,-16.46,1.04,1.73,27.96,25.55,52.99,51.96,-26.2,6,10,156,138,70,69,84,75,1,1,0,0.36,0.36,0.00,22.4,2.0,2.04,4.38,31.8%,0,1,0,1,1,2.7,13,0.0%,100.0%,100.0%, ,,, ,1,1,12,2,6,0,2,8,0,0,14.3,1.3,1.08,4.61,19.0%,0,0,0,0,0,0, ,,, ,0,5,1,9,0,4,3,0,0,0,3,1,16,5,,, ,,0,0,0,0,0,0, ,5,0.0,-0.3,-0.3,-0.03,-0.09,3.6,5.8,-8.4,-0.1,0,0,-0.1,-0.01,-0.03,99,46,0,37,Shoulder,"$4,000,000",$0,-6.2
3,Jun 21 '85,Ottawa,ON,CAN,75,231,L,,28,MARCMETHOT,Methot,Marc,OTT,OTT,D,47,2,9,11,2,53,3.8%,1044.7,22.2,1308,27.8,0.80,56,3.19,5.4%,24.3%,29.7%,#VALUE!, , ,#VALUE!,0.0,130,81,16,20,7,7.5,4.7,0.9,1.1,0.4,31,13,1,0,0,0,0.1,888.1,18.9,18.15,29.63,38.0%,2,4,4,8,10,0.68,51,5.7%,22.9%,28.6%, ,,, ,133,141,32.3%,134,123,30.3%,163,153,37.3%,51.6%,2,335,298,281,16.19592174,0.933,2,-0.106,-0.053,8.237,7.8%,.920,928,-0.2%,2.46,2.39,31.44,29.96,59.36,53.67,5.70,35,34,412,392,175,151,186,222,-3.12,1.94,1.77,33.43,29.86,64.24,53.64,-4.9,45,41,731,652,304,248,304,411,11,6,-5,0.74,0.41,-0.34,8.2,0.2,0.17,5.05,3.3%,0,1,0,1,1,7.4,5,0.0%,50.0%,50.0%, ,,, ,2,0,7,1,2,0,0,4,0,0,148.5,3.2,3.06,2.69,53.2%,0,0,0,0,0,0, ,,, ,0,13,25,106,10,40,46,5,0,0,37,2,47,14,,, ,,0,0,0,0,0,0, ,5,0.2,3.0,3.2,0.07,0.18,18,26.7,-3.1,0.1,4,0,4,0.09,0.23,99,0,0,1,Knee,"$3,000,000",$0,-0.4
9,Dec 07 '84,Jindrichuv Hradec,,CZE,74,227,L,,29,MILANMICHALEK,Michalek,Milan,OTT,OTT,LW,23,4,10,14,8,58,6.9%,418.4,18.2,547,23.8,0.76,34,4.89,18.2%,45.5%,63.6%,4,2,2,50.0%,0.2,6,13,32,6,9,0.9,1.9,4.6,0.9,1.3,17,6,1,0,0,0,-0.5,329.2,14.3,13.8,33.73,29.0%,4,2,4,7,11,2.00,24,26.7%,46.7%,73.3%,2,0,2,0.0%,70,60,39.8%,47,36,25.4%,62,52,34.9%,61.0%,11,129,110,99,16.16863619,-0.081,10,-1.663,1.161,9.658,8.3%,.943,952,2.6%,2.84,1.70,34.22,30.06,71.27,53.31,17.96,15,9,166,150,83,59,64,113,3.90,2.09,1.93,34.26,28.23,64.12,51.66,5.5,27,25,416,340,164,141,162,222,4,4,0,0.73,0.73,0.00,59.6,2.6,2.55,2.91,46.7%,0,0,2,2,2,2.0,0,0.0%,33.3%,33.3%, ,0,0, ,6,0,50,9,22,4,0,35,0,0,29.6,1.3,1.29,4.09,24.0%,0,1,0,1,1,10,2,2,0,100.0%,1,0,9,19,1,8,9,2,1,1,23,6,9,0,1,0,0%,0,0,0,0,0,0,0, ,5,0.8,0.9,1.7,0.07,0.24,9,7.1,6.7,1.3,1,-0.3,2,0.09,0.29,99,0,0,25,Knee,"$4,333,333",$0,-4.7
4,Dec 23 '82,Jindrichuv Hradec,,CZE,74,210,R,,31,ZBYNEKMICHALEK,Michalek,Zbynek,PHX,PHX,D,34,0,2,2,4,42,0.0%,724.4,21.3,909,26.7,0.80,11,0.89,0.0%,7.1%,7.1%,#VALUE!, , ,#VALUE!,0.0,42,87,21,12,6,3.5,7.2,1.7,1.0,0.5,14,7,0,0,0,0,2.5,617.6,18.2,17.04,30.61,35.8%,0,1,1,2,2,0.19,11,0.0%,8.0%,8.0%, ,,, ,94,87,30.2%,114,96,35.0%,109,100,34.8%,46.3%,3,205,229,197,16.41326067,2.371,2,0.379,0.367,1.434,9.3%,.925,934,1.8%,2.59,2.07,27.75,27.44,53.44,52.92,.52,25,20,243,245,106,104,142,142,0.26,2.25,2.59,31.25,30.61,60.48,57.65,-2.3,39,45,503,486,252,217,252,255,5,4,-1,0.49,0.39,-0.10,6.1,0.2,0.18,5.84,3.0%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,2,0,3,0,0,0,0,0,0,1,100.7,3.0,2.67,1.98,57.4%,0,0,0,0,0,0, ,,, ,1,13,8,66,5,32,35,5,1,0,28,2,36,14,,, ,,0,0,0,0,0,0, ,5,-0.6,1.7,1.1,0.03,0.09,12.5,16.4,2.2,-2.1,2,0,-0.1,0.00,-0.01,99,0,0,14,Lower body,"$4,000,000",$0,-6.2
21,Apr 15 '88,Grosse Pointe Woods,MI,USA,69,175,L,Y,25,ANDYMIELE,Miele,Andy,PHX,PHX,C,1,0,0,0,1,0,0.0%,9.0,9.0,14,14.0,0.65,0,0.00,0.0%,0.0%,0.0%,3,2,1,66.7%,5.0,2,0,1,0,0,13.3,0.0,6.6,0.0,0.0,0,0,0,0,0,0,1.0,9.0,9.0,9.03,35.3,20.4%,0,0,0,0,0,0.00,0,0.0%,0.0%,0.0%,3,2,1,66.7%,1,2,60.0%,0,0,0.0%,1,1,40.0%,100.0%,11,1,3,2,14.18749313,-1.332,12,-2.921,2.138,4.171,33.3%,1.000,1033,33.3%,6.64,0.00,19.93,13.29,79.73,33.22,46.51,1,0,2,2,3,2,1,6,27.33,0.00,0.00,30.59,23.80,50.99,52.69,48.2,0,0,18,14,6,5,12,6,0,1,1,0.00,6.64,6.64,0.0,0.0,,, ,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,,,0,0,0,0,0,0,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,1,0,0,0,,, ,,0,0,0,0,0,0, ,2,0.0,0.1,0.0,0.00,0.00,0.3,0.3,1,-0.1,0.1,0,0,0.00,0.00,3,0,0,,,"$25,773",$0,0.0
20,Jul 03 '80,Hameenlinna,,FIN,72,190,R,,33,ANTTIMIETTINEN,Miettinen,Antti,WPG,WPG,RW,22,3,2,5,-3,26,11.5%,278.3,12.6,371,16.9,0.75,0,0.00,27.3%,18.2%,45.5%,#VALUE!, ,4,#VALUE!,0.3,29,7,10,2,2,6.3,1.5,2.2,0.4,0.4,2,1,0,0,0,0,-1.5,267.3,12.2,12.05,38.69,23.7%,3,0,2,2,5,1.12,0,27.3%,18.2%,45.5%,2,0,2,0.0%,36,51,34.0%,30,42,28.1%,44,53,37.9%,54.7%,13,82,86,88,15.81013778,0.421,5,0.457,-1.515,-2.086,9.2%,.905,914,-0.2%,2.49,3.39,26.93,35.76,52.28,61.34,-9.05,11,15,108,143,49,50,63,63,-7.73,1.97,2.54,28.20,28.41,55.69,55.48,-9.3,28,36,372,367,159,177,207,231,1,0,-1,0.22,0.00,-0.22,2.0,0.1,0.09,4,2.2%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,0,2,0,0,0,1,0,0,9.0,0.4,0.41,3.64,10.1%,0,0,0,0,0,0,2,0,2,0.0%,0,0,1,6,0,4,5,0,0,0,12,0,15,0,1,0,0%,0,0,0,2,0,0,0, ,2,0.1,0.1,0.3,0.01,0.06,5.2,5.2,-2.3,-0.1,0.2,-0.3,-0.2,-0.01,-0.04,99,0,0,20,"Upper body, Lower body","$1,351,292",$0,-1.7
